108263,1561,0.142857142857,0.142857142857,0.0666666666667,0.0714285714286
270006,1776,0.125,0.125,0.1,0.142857142857
109723,1448,0.142857142857,0.111111111111,0.0909090909091,0.0666666666667
264467,1649,0.142857142857,0.1,0.0769230769231,0.142857142857
127206,1644,0.111111111111,0.2,0.0769230769231,0.0769230769231
123435,1671,0.2,0.142857142857,0.0625,0.0666666666667
70544,1293,0.1,0.142857142857,0.0625,0.0666666666667
104682,1783,0.2,0.125,0.111111111111,0.0666666666667
298517,1763,0.166666666667,0.1,0.111111111111,0.125
194871,1308,0.111111111111,0.0909090909091,0.0588235294118,0.0833333333333
115538,1730,0.166666666667,0.125,0.125,0.0666666666667
107345,1581,0.2,0.0909090909091,0.0666666666667,0.0714285714286
132252,1629,0.2,0.142857142857,0.0666666666667,0.0714285714286
89788,1260,0.125,0.0833333333333,0.0625,0.0714285714286
81335,1429,0.166666666667,0.0909090909091,0.0909090909091,0.0666666666667
327029,1751,0.1,0.125,0.0909090909091,0.166666666667
169029,1606,0.0909090909091,0.0909090909091,0.166666666667,0.0909090909091
238273,2204,0.2,0.2,0.125,0.0909090909091
77356,1387,0.125,0.111111111111,0.0714285714286,0.0666666666667
258767,1686,0.125,0.1,0.0909090909091,0.142857142857
97101,1216,0.111111111111,0.0909090909091,0.0769230769231,0.0714285714286
231952,1750,0.166666666667,0.125,0.111111111111,0.0909090909091
182337,1851,0.2,0.111111111111,0.1,0.0769230769231
149295,1797,0.142857142857,0.2,0.0769230769231,0.0714285714286
144838,1687,0.2,0.1,0.0714285714286,0.0769230769231
138199,1660,0.111111111111,0.1,0.166666666667,0.0714285714286
232378,2100,0.125,0.166666666667,0.166666666667,0.111111111111
89677,1530,0.111111111111,0.142857142857,0.111111111111,0.0769230769231
267928,1719,0.142857142857,0.111111111111,0.111111111111,0.111111111111
293532,1580,0.0909090909091,0.1,0.111111111111,0.125
